date,site,team,div,t_score,opp,div,o_score
2015-10-07,home,DePaul,D1,1.2,Northwestern,D1,1.1
2015-10-07,home,DeSales,D3,0.8,Frank. & Marsh.,D3,1.7
2015-10-07,home,Dist. Columbia,D2,2.6,St. Thomas Aquinas,D2,1.3
2015-10-07,home,Drew,D3,1.1,Scranton,D3,0.5
2015-10-07,home,East Stroudsburg,D2,2.2,Caldwell,D2,1.2
2015-10-07,home,Eckerd,D2,1.5,Barry,D2,1.1
2015-10-07,home,Edgewood,D3,1.5,Marian (WI),D3,3.3
2015-10-07,home,Elizabethtown,D3,2.4,Susquehanna,D3,1.1
2015-10-07,home,Elms,D3,2.0,Westfield St.,D3,2.0
2015-10-07,home,Elon,D1,1.9,Northeastern,D1,0.6
2015-10-07,home,Emmanuel (MA),D3,1.4,Daniel Webster,D3,1.7
2015-10-07,home,Emory & Henry,D3,1.4,Guilford,D3,1.6
2015-10-07,home,Erskine,D2,1.0,Francis Marion,D2,1.4
2015-10-07,home,FDU-Florham,D3,1.6,Rutgers-Newark,D3,2.5
2015-10-07,home,Fontbonne,D3,2.9,Webster,D3,1.7
2015-10-07,home,Franciscan,D3,1.7,Penn St.-Altoona,D3,2.2
2015-10-07,home,Franklin,D3,0.9,Transylvania,D3,1.3
2015-10-07,home,Franklin Pierce,D2,1.8,Post,D2,1.3
2015-10-07,home,Fresno Pacific,D2,3.2,Dominican (CA),D2,0.8
2015-10-07,home,Gannon,D2,1.1,Slippery Rock,D2,2.0
2015-10-07,home,Gardner-Webb,D1,1.7,Winthrop,D1,2.4
2015-10-07,home,High Point,D1,1.0,Liberty,D1,0.6
2015-10-07,home,Hilbert,D3,1.3,D'Youville,D3,1.4
2015-10-07,home,Holy Cross,D1,1.1,Army West Point,D1,0.5
2015-10-07,home,Indiana,D1,1.5,IUPUI,D1,0.8
2015-10-07,home,Iona,D1,1.8,Fairfield,D1,0.8
2015-10-07,home,James Madison,D1,2.4,Howard,D1,1.2
2015-10-07,home,Kentucky,D1,2.7,Evansville,D1,0.9
2015-10-07,home,Lafayette,D1,1.1,Bucknell,D1,0.8
2015-10-07,home,La Roche,D3,2.4,Bethany (WV),D3,1.4
2015-10-07,home,La Salle,D1,1.1,Duquesne,D1,1.2
2015-10-07,home,La Verne,D3,1.2,Chapman,D3,1.1
2015-10-07,home,Lees-McRae,D2,2.1,Belmont Abbey,D2,1.3
2015-10-07,home,Lenoir-Rhyne,D2,1.7,Mars Hill,D2,0.9
2015-10-07,home,Lesley ,D3,1.2,Pine Manor,D3,1.9
2015-10-07,home,Lincoln Memorial,D2,1.7,Carson-Newman,D2,1.4
2015-10-07,home,Loyola Maryland,D1,0.6,American,D1,2.3
2015-10-07,home,Lynchburg,D3,1.6,Randolph-Macon,D3,0.9
2015-10-07,home,Lynn,D2,2.4,Tampa,D2,1.1
2015-10-07,home,Manhattanville,D3,1.1,Stevens,D3,1.0
2015-10-07,home,Martin Luther,D3,2.1,Minn.-Morris,D3,1.6
2015-10-07,home,Massachusetts,D1,0.7,Rhode Island,D1,1.7
2015-10-07,home,Medgar Evers,D3,2.3,John Jay,D3,4.4
2015-10-07,home,Memphis,D1,1.0,SMU,D1,2.0
2015-10-07,home,Millersville,D2,2.1,Lock Haven,D2,0.6
2015-10-07,home,Misericordia,D3,1.6,Dickinson,D3,2.5
2015-10-07,home,Mitchell,D3,2.5,Johnson St.,D3,1.4
2015-10-07,home,Montevallo,D2,2.0,North Georgia,D2,1.3
2015-10-07,home,Moravian,D3,1.3,Merchant Marine,D3,1.6
2015-10-07,home,Mount Aloysius,D3,2.8,Pitt.-Greensburg,D3,0.9
2015-10-07,home,Mount Olive,D2,1.5,Pfeiffer,D2,2.0
2015-10-07,home,MSOE,D3,2.6,Aurora,D3,0.8
2015-10-07,home,Mt. St. Mary (NY),D3,0.8,Amherst,D3,2.4
2015-10-07,home,Navy,D1,1.3,Lehigh,D1,0.9
2015-10-07,home,Nichols,D3,2.2,Salem St.,D3,0.7
2015-10-07,home,North Central (MN),D3,1.1,Northwestern-St.Paul,D3,1.5
2015-10-07,home,Notre Dame,D1,1.5,Michigan,D1,0.9
2015-10-07,home,NYIT,D2,1.5,Mercy,D2,1.3
2015-10-07,home,Oakland City,D2,1.6,Lindenwood (MO),D2,2.7
2015-10-07,home,Occidental,D3,2.8,Cal Lutheran,D3,0.6
2015-10-07,home,Ohio St.,D1,1.6,Bowling Green,D1,1.2
2015-10-07,home,Penn St. Harrisburg,D3,1.4,York (PA),D3,1.7
2015-10-07,home,Pitt.-Bradford,D3,0.6,Penn St.-Behrend,D3,3.1
2015-10-07,home,Presbyterian,D1,0.4,Coastal Caro.,D1,3.4
2015-10-07,home,Quinnipiac,D1,1.5,Marist,D1,1.3
2015-10-07,home,Radford,D1,1.8,Longwood,D1,1.2
2015-10-07,home,Regis (MA),D3,2.2,Lasell,D3,0.9
2015-10-07,home,Rensselaer,D3,1.2,Union (NY),D3,0.6
2015-10-07,home,Rhode Island Col.,D3,1.4,Curry,D3,1.9
2015-10-07,home,Rider,D1,1.0,Monmouth,D1,1.3
2015-10-07,home,Rockford,D3,0.7,Dominican (IL),D3,2.6
2015-10-07,home,Rollins,D2,3.2,Fla. Southern,D2,1.2
2015-10-07,home,Rose-Hulman,D3,2.3,Mt. St. Joseph,D3,1.3
2015-10-07,home,Rutgers-Camden,D3,1.7,Haverford,D3,1.2
2015-10-07,home,Saint Joseph's,D1,1.4,George Washington,D1,1.7
2015-10-07,home,Saint Leo,D2,1.4,Palm Beach Atl.,D2,2.8
2015-10-07,home,Saint Louis,D1,1.5,Dayton,D1,1.6
2015-10-07,home,Saint Michael's,D2,0.9,Le Moyne,D2,1.1
2015-10-07,home,Saint Peter's,D1,1.8,Manhattan,D1,0.8
2015-10-07,home,Saint Vincent,D3,3.0,Thiel,D3,2.8
2015-10-07,home,S.C. Aiken,D2,1.8,Flagler,D2,2.0
2015-10-07,home,Seton Hill,D2,1.1,Shippensburg,D2,1.2
2015-10-07,home,Shenandoah,D3,1.6,East. Mennonite,D3,1.0
2015-10-07,home,Sonoma St.,D2,1.0,Notre Dame de Namur,D2,0.9
2015-10-07,home,St. Anselm,D2,2.1,Nyack,D2,1.8
2015-10-07,home,Staten Island,D3,2.4,Lehman,D3,1.3
2015-10-07,home,St. Joseph's (Brkln),D3,1.3,St. Joseph's (L.I.),D3,2.6
2015-10-07,home,St. Mary's (MD),D3,1.9,Salisbury,D3,1.2
2015-10-07,home,Stockton,D3,3.6,New Jersey City,D3,0.5
2015-10-07,home,St. Thomas (MN),D3,2.3,Carthage,D3,0.9
2015-10-07,home,SUNY Geneseo,D3,2.0,RIT,D3,0.9
2015-10-07,home,SUNY Poly,D3,2.2,SUNY Canton,D3,1.4
2015-10-07,home,Swarthmore,D3,1.1,Rowan,D3,2.2
2015-10-07,home,TCNJ,D3,1.5,Montclair St.,D3,2.9
2015-10-07,home,Tulsa,D1,1.1,South Fla.,D1,1.1
2015-10-07,home,UCF,D1,1.1,Temple,D1,1.4
2015-10-07,home,UConn,D1,1.6,Cincinnati,D1,1.0
2015-10-07,home,UNC Pembroke,D2,0.8,Lander,D2,2.0
2015-10-07,home,VCU,D1,3.0,St. Bonaventure,D1,0.6
2015-10-07,home,Wash. & Jeff.,D3,1.0,Grove City,D3,1.4
2015-10-07,home,Wash. & Lee,D3,1.8,Hampden-Sydney,D3,0.8
2015-10-07,home,Wentworth,D3,1.0,WPI,D3,1.0
2015-10-07,home,Wesley,D3,1.1,Marymount (VA),D3,1.3
2015-10-07,home,Westminster (MO),D3,1.5,Washington-St. Louis,D3,1.7
2015-10-07,home,Westminster (PA),D3,1.4,Geneva,D3,0.8
2015-10-07,home,Whittier,D3,1.0,Claremont-M-S,D3,1.1
2015-10-07,home,Wisconsin,D1,1.2,Marquette,D1,1.8
2015-10-07,home,Wis.-Oshkosh,D3,1.9,Wheaton (IL),D3,0.8
2015-10-07,home,Wis.-Platteville,D3,1.3,Dubuque,D3,1.3
2015-10-07,home,Wis.-Whitewater,D3,3.6,Central (IA),D3,0.6
2015-10-07,home,Wm. Paterson,D3,1.3,Sage Colleges,D3,1.3
2015-10-07,home,York (NY),D3,0.7,Baruch,D3,3.9
