year	year_id	division_id	team_id	team_name	jersey_number	player_name	class_year	gp	gs	goals	assists	points	sh_att	fouls	red_cards	yellow_cards	gc	goal_app	ggs	goalie_min_played	ga	gaa	saves	save_pct	shutouts	g_wins	g_loss	d_saves	corners	ps	psa	gwg
2018	12621	3	26	Anna Maria	-	Opponent Totals	-	-	-	62	44	168	319	159	222	""	17	""	""	""	1554:15	18	1.042	55	0.753	5	""	""	3	2	115	3	""
2018	12621	3	966	Arcadia	-	TEAM	-	-	-	1	""	2	""	1	190	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	""	""	""	1
2018	12621	3	966	Arcadia	-	Totals	-	-	-	34	20	88	275	129	190	""	14	""	""	""	1770:09	26	1.322	97	0.789	5	""	""	""	3	98	4	""
2018	12621	3	966	Arcadia	-	Opponent Totals	-	-	-	26	16	68	259	123	202	2	15	""	""	""	1770:09	34	1.729	95	0.736	5	""	""	""	1	105	2	""
2018	12621	3	38	Augsburg	-	TEAM	-	-	-	1	""	2	""	1	167	1	1	""	4	""	""	0	""	2	1.000	""	""	""	""	""	""	""	""
2018	12621	3	38	Augsburg	-	Totals	-	-	-	27	22	76	234	105	176	2	29	""	""	""	1648:55	28	1.528	79	0.738	4	""	""	""	2	90	2	""
2018	12621	3	38	Augsburg	-	Opponent Totals	-	-	-	28	19	75	213	107	217	2	31	""	""	""	1648:55	27	1.474	77	0.740	5	""	""	""	3	76	3	""
2018	12621	3	40	Augustana (IL)	-	TEAM	-	-	-	""	""	0	""	""	181	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2018	12621	3	40	Augustana (IL)	-	Totals	-	-	-	8	4	20	127	58	200	1	28	""	""	""	1472:39	31	1.895	101	0.765	2	""	""	""	1	51	1	""
2018	12621	3	40	Augustana (IL)	-	Opponent Totals	-	-	-	31	25	87	276	132	171	""	28	""	""	""	1472:39	8	0.489	50	0.862	11	""	""	""	2	84	3	""
2018	12621	3	42	Aurora	-	TEAM	-	-	-	1	""	2	""	2	150	""	""	""	4	""	""	0	""	3	1.000	""	""	""	""	""	""	""	""
2018	12621	3	42	Aurora	-	Totals	-	-	-	55	43	153	324	157	150	1	22	""	""	""	1815:05	38	1.884	98	0.721	6	""	""	""	5	87	5	""
2018	12621	3	42	Aurora	-	Opponent Totals	-	-	-	38	23	99	299	136	199	3	25	""	""	""	1815:05	55	2.727	102	0.650	4	""	""	""	1	79	1	""
2018	12621	3	953	Austin	-	TEAM	-	-	-	""	""	0	""	""	272	""	""	""	4	""	""	0	""	4	1.000	""	""	""	""	""	""	""	""
2018	12621	3	953	Austin	-	Totals	-	-	-	32	31	95	297	123	272	""	28	""	""	""	1900:34	25	1.184	118	0.825	6	""	""	""	1	103	4	""
2018	12621	3	953	Austin	-	Opponent Totals	-	-	-	25	21	71	341	143	245	3	34	""	""	""	1900:34	32	1.515	90	0.738	5	""	""	1	3	116	4	""
2018	12621	3	44	Averett	-	TEAM	-	-	-	1	""	2	""	1	202	""	3	""	2	""	""	0	""	2	1.000	""	""	""	""	""	""	""	""
2018	12621	3	44	Averett	-	Totals	-	-	-	33	22	88	251	113	202	""	43	""	""	""	1694:25	38	2.018	88	0.698	2	""	""	""	3	95	3	""
2018	12621	3	44	Averett	-	Opponent Totals	-	-	-	38	19	95	266	126	214	1	32	""	""	""	1694:25	33	1.753	80	0.708	2	""	""	""	""	114	2	""
2018	12621	3	45	Babson	-	TEAM	-	-	-	""	""	0	""	""	215	""	""	""	2	""	""	0	""	2	1.000	""	""	""	""	""	""	""	""
2018	12621	3	45	Babson	-	Totals	-	-	-	29	35	93	229	97	215	1	16	""	""	""	1646:26	19	1.039	74	0.796	6	""	""	""	""	88	""	""
2018	12621	3	45	Babson	-	Opponent Totals	-	-	-	19	17	55	210	93	181	""	9	""	""	""	1646:26	29	1.585	68	0.701	5	""	""	""	""	82	""	""
2018	12621	3	46	Baldwin Wallace	-	TEAM	-	-	-	""	""	0	""	""	172	""	""	""	3	""	""	0	""	3	1.000	""	""	""	""	""	""	""	""
2018	12621	3	46	Baldwin Wallace	-	Totals	-	-	-	39	36	114	326	142	180	""	12	""	""	""	1769:52	48	2.441	83	0.634	1	""	""	""	2	93	2	""
2018	12621	3	46	Baldwin Wallace	-	Opponent Totals	-	-	-	48	40	136	259	131	194	1	28	""	""	""	1769:52	39	1.983	103	0.725	3	""	""	""	1	106	1	""
2018	12621	3	962	Bard	-	TEAM	-	-	-	""	""	0	""	""	166	""	""	""	2	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2018	12621	3	962	Bard	-	Totals	-	-	-	21	13	55	185	92	166	1	36	""	""	""	1470:58	38	2.325	109	0.741	1	""	""	""	1	49	3	""
2018	12621	3	962	Bard	-	Opponent Totals	-	-	-	38	29	105	308	147	189	1	20	""	""	""	1470:58	21	1.285	71	0.772	6	""	""	""	4	125	6	""
2018	12621	3	58	Baruch	-	TEAM	-	-	-	2	""	4	""	2	133	1	""	""	2	""	""	0	""	""	""	""	""	""	""	""	""	""	""
2018	12621	3	58	Baruch	-	Totals	-	-	-	45	31	121	281	144	133	4	26	""	""	""	1440:00	33	2.062	61	0.649	3	""	""	""	1	87	3	""
2018	12621	3	58	Baruch	-	Opponent Totals	-	-	-	33	24	90	166	94	166	2	28	""	""	""	1440:00	45	2.812	99	0.688	4	""	""	""	2	52	4	""
2018	12621	3	50	Bates	-	TEAM	-	-	-	1	""	2	""	1	165	""	2	""	2	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2018	12621	3	50	Bates	-	Totals	-	-	-	26	19	71	284	116	190	""	16	""	""	""	1519:15	19	1.126	89	0.824	6	""	""	""	1	84	2	""
2018	12621	3	50	Bates	-	Opponent Totals	-	-	-	19	11	49	251	108	162	1	13	""	""	""	1519:15	26	1.540	90	0.776	3	""	""	""	2	100	2	""
2018	12621	3	26107	Becker	-	TEAM	-	-	-	""	""	0	""	""	180	""	""	""	2	""	""	0	""	2	1.000	""	""	""	""	""	""	""	""
2018	12621	3	26107	Becker	-	Totals	-	-	-	19	11	49	254	121	180	""	14	""	""	""	1723:03	49	2.559	161	0.767	3	""	""	1	2	63	2	""
2018	12621	3	26107	Becker	-	Opponent Totals	-	-	-	49	33	131	446	211	222	1	19	""	""	""	1723:03	19	0.992	101	0.842	10	""	""	1	2	122	3	""
2018	12621	3	30197	Belhaven	-	TEAM	-	-	-	1	""	2	""	1	184	""	1	""	2	""	""	2	""	5	0.714	""	""	""	""	""	""	""	""
2018	12621	3	30197	Belhaven	-	Totals	-	-	-	13	7	33	173	84	184	1	29	""	""	""	1556:32	19	1.099	59	0.756	4	""	""	""	""	71	1	""
2018	12621	3	30197	Belhaven	-	Opponent Totals	-	-	-	19	11	49	178	78	188	""	24	""	""	""	1556:32	13	0.752	71	0.845	7	""	""	""	3	55	3	""
2018	12621	3	53	Beloit	-	TEAM	-	-	-	""	""	0	""	1	165	""	""	""	2	""	""	0	""	2	1.000	""	""	""	""	""	""	""	""
2018	12621	3	53	Beloit	-	Totals	-	-	-	17	6	40	161	75	174	1	16	""	""	""	1470:00	29	1.776	98	0.772	4	""	""	""	3	51	4	""
2018	12621	3	53	Beloit	-	Opponent Totals	-	-	-	29	16	74	281	127	171	1	25	""	""	""	1470:00	17	1.041	58	0.773	7	""	""	""	5	102	6	""
2018	12621	3	296	Benedictine (IL)	-	TEAM	-	-	-	""	""	0	""	""	213	""	""	""	1	""	""	0	""	""	""	""	""	""	""	""	""	""	""
2018	12621	3	296	Benedictine (IL)	-	Totals	-	-	-	63	69	195	376	177	230	3	29	""	""	""	1821:36	27	1.334	71	0.724	6	""	""	""	1	116	2	""
2018	12621	3	296	Benedictine (IL)	-	Opponent Totals	-	-	-	27	25	79	228	98	243	4	37	""	""	""	1821:36	63	3.113	114	0.644	2	""	""	""	2	64	3	""
2018	12621	3	30171	Berea	-	TEAM	-	-	-	""	""	0	""	1	108	""	1	""	3	""	""	5	""	6	0.545	""	""	""	1	""	""	""	""
2018	12621	3	30171	Berea	-	Totals	-	-	-	5	2	12	88	39	146	""	16	""	""	""	1350:00	92	6.133	146	0.613	""	""	""	2	""	15	""	""
2018	12621	3	30171	Berea	-	Opponent Totals	-	-	-	97	70	264	452	245	134	""	11	""	""	""	1440:00	5	0.312	34	0.872	13	""	""	""	9	165	10	""
2018	12621	3	973	Berry	-	TEAM	-	-	-	1	""	2	""	1	167	""	""	""	5	""	""	0	""	3	1.000	""	""	""	""	""	""	""	1
2018	12621	3	973	Berry	-	Totals	-	-	-	26	22	74	224	96	180	1	14	""	""	""	1568:55	21	1.205	58	0.734	6	""	""	""	1	76	3	""
2018	12621	3	973	Berry	-	Opponent Totals	-	-	-	21	13	55	206	79	172	1	12	""	""	""	1568:55	26	1.491	69	0.726	7	""	""	2	2	65	3	""
2018	12621	3	59	Bethany (WV)	-	TEAM	-	-	-	1	""	2	""	3	206	""	1	""	5	""	""	0	""	5	1.000	""	""	""	""	""	""	""	""
2018	12621	3	59	Bethany (WV)	-	Totals	-	-	-	34	23	91	292	138	206	2	35	""	""	""	1737:48	31	1.605	93	0.750	5	""	""	2	1	90	1	""
2018	12621	3	59	Bethany (WV)	-	Opponent Totals	-	-	-	31	25	87	238	124	206	""	36	""	""	""	1737:48	34	1.761	104	0.754	5	""	""	1	2	97	2	""
2018	12621	3	30038	Bethany Lutheran	-	TEAM	-	-	-	""	""	0	""	""	183	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2018	12621	3	30038	Bethany Lutheran	-	Totals	-	-	-	10	5	25	191	85	191	1	25	""	""	""	1750:45	49	2.519	151	0.755	2	""	""	""	3	55	3	""
2018	12621	3	30038	Bethany Lutheran	-	Opponent Totals	-	-	-	49	34	132	384	200	175	3	23	""	""	""	1705:45	10	0.528	75	0.882	12	""	""	1	1	113	2	""
2018	12621	3	60	Bethel (MN)	-	TEAM	-	-	-	""	""	0	""	""	164	""	1	""	2	""	""	0	""	2	1.000	""	""	""	""	""	""	""	""
2018	12621	3	60	Bethel (MN)	-	Totals	-	-	-	15	11	41	160	71	176	""	24	""	""	""	1587:20	34	1.928	68	0.667	1	""	""	""	""	87	1	""
2018	12621	3	60	Bethel (MN)	-	Opponent Totals	-	-	-	34	22	90	215	102	198	""	24	""	""	""	1587:20	15	0.850	56	0.789	7	""	""	""	3	85	4	""
2018	12621	3	28593	Birmingham-So.	-	TEAM	-	-	-	""	""	0	""	""	189	""	1	""	1	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2018	12621	3	28593	Birmingham-So.	-	Totals	-	-	-	17	13	47	174	81	195	""	22	""	""	""	1490:00	19	1.148	87	0.821	4	""	""	""	""	62	""	""
2018	12621	3	28593	Birmingham-So.	-	Opponent Totals	-	-	-	19	16	54	229	106	178	1	23	""	""	""	1490:00	17	1.027	63	0.787	9	""	""	2	2	83	2	""
2018	12621	3	64	Blackburn	-	TEAM	-	-	-	1	""	2	""	1	174	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	""	""	""	1
2018	12621	3	64	Blackburn	-	Totals	-	-	-	26	10	62	216	87	238	""	36	""	""	""	1561:03	38	2.191	90	0.703	3	""	""	""	2	65	4	""
2018	12621	3	64	Blackburn	-	Opponent Totals	-	-	-	38	20	96	270	128	240	2	40	""	""	""	1561:03	26	1.499	61	0.701	5	""	""	""	4	85	5	""
2018	12621	3	987	Bluffton	-	TEAM	-	-	-	""	""	0	""	""	47	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2018	12621	3	987	Bluffton	-	Totals	-	-	-	14	8	36	101	61	130	""	15	""	""	""	1534:12	65	3.813	122	0.652	1	""	""	""	3	43	4	""
2018	12621	3	987	Bluffton	-	Opponent Totals	-	-	-	65	53	183	418	187	177	1	9	""	""	""	1534:12	14	0.821	47	0.770	7	""	""	""	2	132	2	""
2018	12621	3	69	Bowdoin	-	TEAM	-	-	-	""	""	0	""	1	81	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2018	12621	3	69	Bowdoin	-	Totals	-	-	-	19	12	50	231	95	170	""	7	""	""	""	1614:31	10	0.557	65	0.867	8	""	""	""	3	121	5	""
2018	12621	3	69	Bowdoin	-	Opponent Totals	-	-	-	10	6	26	146	74	241	""	18	""	""	""	1614:31	19	1.059	76	0.800	5	""	""	""	2	55	2	""
2018	12621	3	73	Brandeis	-	TEAM	-	-	-	1	""	2	""	1	168	""	""	""	3	""	""	0	""	3	1.000	""	""	""	""	""	""	""	""
2018	12621	3	73	Brandeis	-	Totals	-	-	-	37	28	102	282	127	169	""	13	""	""	""	1593:03	13	0.734	62	0.827	6	""	""	""	2	106	2	""
2018	12621	3	73	Brandeis	-	Opponent Totals	-	-	-	13	11	37	194	75	164	2	13	""	""	""	1593:03	37	2.090	90	0.709	3	""	""	""	""	80	""	""
2018	12621	3	30094	Brevard	-	TEAM	-	-	-	""	""	0	""	""	163	""	2	""	3	""	""	0	""	2	1.000	""	""	""	""	""	""	""	""
2018	12621	3	30094	Brevard	-	Totals	-	-	-	28	11	67	214	105	178	""	21	""	""	""	1370:00	25	1.642	69	0.734	3	""	""	""	3	64	3	""
2018	12621	3	30094	Brevard	-	Opponent Totals	-	-	-	25	16	66	199	94	181	1	22	""	""	""	1370:00	28	1.839	76	0.731	4	""	""	""	1	56	1	""
2018	12621	3	75	Bridgewater (VA)	-	TEAM	-	-	-	1	""	2	""	1	166	""	""	""	3	""	""	0	""	2	1.000	""	""	""	""	""	""	""	""
2018	12621	3	75	Bridgewater (VA)	-	Totals	-	-	-	25	13	63	192	96	192	""	19	""	""	""	1658:02	26	1.411	107	0.805	4	""	""	1	1	81	3	""
2018	12621	3	75	Bridgewater (VA)	-	Opponent Totals	-	-	-	26	17	69	300	133	178	""	14	""	""	""	1658:02	25	1.357	71	0.740	4	""	""	3	""	111	""	""
2018	12621	3	76	Bridgewater St.	-	TEAM	-	-	-	""	""	0	""	""	240	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2018	12621	3	76	Bridgewater St.	-	Totals	-	-	-	22	18	62	329	131	244	""	28	""	""	""	1783:42	27	1.362	84	0.757	5	""	""	""	1	79	1	""
2018	12621	3	76	Bridgewater St.	-	Opponent Totals	-	-	-	27	23	77	296	111	297	2	39	""	""	""	1783:42	22	1.110	109	0.832	7	""	""	""	""	103	""	""
2018	12621	3	78	Brockport	-	TEAM	-	-	-	""	""	0	""	""	187	""	1	""	1	""	""	0	""	2	1.000	""	""	""	""	""	""	""	""
2018	12621	3	78	Brockport	-	Totals	-	-	-	33	19	85	280	119	195	""	23	""	""	""	1788:01	25	1.258	82	0.766	5	""	""	""	2	82	2	""
2018	12621	3	78	Brockport	-	Opponent Totals	-	-	-	25	22	72	217	107	213	""	22	""	""	""	1788:01	33	1.661	86	0.723	4	""	""	""	2	80	2	""
2018	12621	3	79	Brooklyn	-	TEAM	-	-	-	""	""	0	""	""	163	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
2018	12621	3	79	Brooklyn	-	Totals	-	-	-	42	24	108	281	131	172	""	27	""	""	""	1761:27	50	2.555	116	0.699	3	""	""	""	2	71	4	""
2018	12621	3	79	Brooklyn	-	Opponent Totals	-	-	-	49	33	131	365	166	185	""	25	""	""	""	1761:27	42	2.146	89	0.679	6	""	""	""	5	102	8	""
2018	12621	3	30188	Bryn Athyn	-	TEAM	-	-	-	2	""	4	""	2	210	""	1	""	4	""	""	0	""	4	1.000	""	""	""	""	""	""	""	1
2018	12621	3	30188	Bryn Athyn	-	Totals	-	-	-	31	17	79	236	109	246	1	23	""	""	""	1440:00	39	2.438	83	0.680	2	""	""	""	1	70	3	""
2018	12621	3	30188	Bryn Athyn	-	Opponent Totals	-	-	-	39	30	108	244	122	193	1	13	""	""	""	1440:00	31	1.938	78	0.716	1	""	""	""	""	66	1	""
2018	12621	3	84	Buena Vista	-	TEAM	-	-	-	""	""	0	""	1	165	""	3	""	3	""	""	0	""	2	1.000	""	""	""	""	""	""	""	""
2018	12621	3	84	Buena Vista	-	Totals	-	-	-	19	18	56	185	84	201	""	25	""	""	""	1629:09	36	1.989	108	0.750	2	""	""	""	2	67	4	""
2018	12621	3	84	Buena Vista	-	Opponent Totals	-	-	-	37	30	104	314	144	200	""	19	""	""	""	1622:06	19	1.054	65	0.774	9	""	""	""	2	132	5	""
2018	12621	3	85	Buffalo St.	-	TEAM	-	-	-	1	""	2	""	1	233	""	""	""	1	""	""	0	""	""	""	""	""	""	""	""	""	""	""
2018	12621	3	85	Buffalo St.	-	Totals	-	-	-	29	18	76	307	123	233	""	38	""	""	""	1770:00	10	0.508	48	0.828	11	""	""	""	2	94	3	""
2018	12621	3	85	Buffalo St.	-	Opponent Totals	-	-	-	10	9	29	164	58	247	""	28	""	""	""	1770:00	29	1.475	94	0.764	3	""	""	""	1	60	2	""
2018	12621	3	480	CCNY	-	TEAM	-	-	-	""	""	0	""	""	145	""	""	""	1	""	""	0	""	2	1.000	""	""	""	""	""	""	""	""
2018	12621	3	480	CCNY	-	Totals	-	-	-	13	12	38	134	58	164	1	24	""	""	""	1350:00	65	4.333	110	0.629	""	""	""	""	""	34	2	""
2018	12621	3	480	CCNY	-	Opponent Totals	-	-	-	65	41	171	375	175	161	1	15	""	""	""	1350:00	13	0.867	45	0.776	7	""	""	""	4	133	6	""
2018	12621	3	122	CWRU	-	TEAM	-	-	-	""	""	0	""	""	140	""	""	""	2	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2018	12621	3	122	CWRU	-	Totals	-	-	-	30	24	84	281	114	140	""	13	""	""	""	1681:11	23	1.231	95	0.805	4	""	""	""	1	105	3	""
2018	12621	3	122	CWRU	-	Opponent Totals	-	-	-	23	18	64	268	118	153	2	14	""	""	""	1681:11	30	1.606	84	0.737	7	""	""	""	2	94	2	""
2018	12621	3	88	Cabrini	-	TEAM	-	-	-	""	""	0	""	""	194	""	""	""	1	""	""	0	""	""	""	""	""	""	""	""	""	""	""
2018	12621	3	88	Cabrini	-	Totals	-	-	-	27	21	75	223	109	214	1	22	""	""	""	1730:00	22	1.145	57	0.722	8	""	""	2	2	77	2	""
2018	12621	3	88	Cabrini	-	Opponent Totals	-	-	-	22	13	57	205	81	191	""	26	""	""	""	1730:00	27	1.405	82	0.752	8	""	""	""	3	95	3	""
2018	12621	3	1305	Cairn	-	TEAM	-	-	-	""	""	0	""	""	208	""	""	""	4	""	""	0	""	4	1.000	""	""	""	""	""	""	""	""
2018	12621	3	1305	Cairn	-	Totals	-	-	-	39	24	102	270	137	208	""	14	""	""	""	1630:00	38	2.098	95	0.714	3	""	""	1	1	73	1	""
2018	12621	3	1305	Cairn	-	Opponent Totals	-	-	-	38	31	107	274	133	194	""	14	""	""	""	1630:00	39	2.153	98	0.715	4	""	""	""	1	87	1	""
2018	12621	3	105	Cal Lutheran	-	TEAM	-	-	-	""	""	0	""	""	162	""	""	""	2	""	""	0	""	2	1.000	""	""	""	""	""	""	""	""
2018	12621	3	105	Cal Lutheran	-	Totals	-	-	-	36	24	96	253	119	219	""	39	""	""	""	1783:48	16	0.807	86	0.843	8	""	""	""	1	95	1	""
2018	12621	3	105	Cal Lutheran	-	Opponent Totals	-	-	-	16	8	40	238	102	210	""	18	""	""	""	1783:48	36	1.816	83	0.697	1	""	""	""	1	94	1	""
2018	12621	3	89	Caltech	-	TEAM	-	-	-	""	""	0	""	""	111	""	1	""	2	""	""	0	""	2	1.000	""	""	""	""	""	""	""	""
2018	12621	3	89	Caltech	-	Totals	-	-	-	6	5	17	130	65	115	2	9	""	""	""	1617:29	66	3.672	167	0.717	1	""	""	""	1	40	2	""
2018	12621	3	89	Caltech	-	Opponent Totals	-	-	-	66	53	185	480	233	213	1	14	""	""	""	1610:51	6	0.335	59	0.908	15	""	""	""	2	144	4	""
2018	12621	3	114	Calvin	-	TEAM	-	-	-	1	""	2	1	2	148	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2018	12621	3	114	Calvin	-	Totals	-	-	-	79	72	230	444	222	154	""	7	""	""	""	1830:41	8	0.393	54	0.871	13	""	""	""	2	186	2	""
2018	12621	3	114	Calvin	-	Opponent Totals	-	-	-	8	6	22	148	62	190	2	22	""	""	""	1830:41	79	3.884	143	0.644	""	""	""	""	2	46	2	""
2018	12621	3	117	Capital	-	TEAM	-	-	-	2	""	4	""	2	206	1	1	""	2	""	""	0	""	2	1.000	""	""	""	""	""	""	""	""
2018	12621	3	117	Capital	-	Totals	-	-	-	33	23	89	271	114	218	3	37	""	""	""	1930:00	23	1.073	79	0.775	8	""	""	""	3	109	4	""
2018	12621	3	117	Capital	-	Opponent Totals	-	-	-	23	11	57	284	102	246	1	30	""	""	""	1930:00	33	1.539	81	0.711	6	""	""	""	2	108	3	""
2018	12621	3	118	Carleton	-	TEAM	-	-	-	""	""	0	""	""	177	""	""	""	2	""	""	0	""	""	""	""	""	""	""	""	""	""	""
2018	12621	3	118	Carleton	-	Totals	-	-	-	21	17	59	282	121	185	1	12	""	""	""	1753:12	12	0.616	54	0.818	11	""	""	""	2	108	2	""
2018	12621	3	118	Carleton	-	Opponent Totals	-	-	-	12	10	34	160	66	192	1	18	""	""	""	1753:12	21	1.078	100	0.826	7	""	""	""	2	68	2	""
2018	12621	3	119	Carnegie Mellon	-	TEAM	-	-	-	""	""	0	""	""	193	2	2	""	3	""	""	0	""	""	""	""	""	""	""	""	""	""	""
2018	12621	3	119	Carnegie Mellon	-	Totals	-	-	-	34	22	90	229	116	196	3	22	""	""	""	1607:03	18	1.008	43	0.705	7	""	""	""	4	102	4	""
2018	12621	3	119	Carnegie Mellon	-	Opponent Totals	-	-	-	18	14	50	152	61	224	4	32	""	""	""	1607:03	34	1.904	82	0.707	2	""	""	""	1	61	2	""
2018	12621	3	120	Carroll (WI)	-	TEAM	-	-	-	""	""	0	""	""	186	""	""	""	1	""	""	0	""	1	1.000	""	""	""	""	""	""	""	""
2018	12621	3	120	Carroll (WI)	-	Totals	-	-	-	21	16	58	129	63	208	2	26	""	""	""	1640:00	38	2.085	95	0.714	2	""	""	""	2	55	3	""
